,Precinct,State Code,Count,State Name
11526,34.0,OK,21,Oklahoma
11527,34.0,OR,5,Oregon
11528,34.0,PA,328,Pennsylvania
11529,34.0,RI,31,Rhode Island
11530,34.0,SC,7,South Carolina
11531,34.0,TN,12,Tennessee
11532,34.0,TX,21,Texas
11533,34.0,VA,37,Virginia
11534,34.0,VT,4,Vermont
11535,34.0,WA,6,Washington
11536,34.0,WI,1,Wisconsin
11545,40.0,AL,6,Alabama
11546,40.0,AR,1,Arkansas
11547,40.0,AZ,38,Arizona
11548,40.0,CA,11,California
11549,40.0,CO,2,Colorado
11550,40.0,CT,110,Connecticut
11551,40.0,DC,1,District of Columbia
11552,40.0,DE,15,Delaware
11553,40.0,FL,80,Florida
11554,40.0,GA,14,Georgia
11555,40.0,HI,1,Hawaii
11556,40.0,IA,4,Iowa
11557,40.0,ID,5,Idaho
11558,40.0,IL,39,Illinois
11559,40.0,IN,37,Indiana
11560,40.0,KS,1,Kansas
11561,40.0,KY,2,Kentucky
11562,40.0,LA,2,Louisiana
11563,40.0,MA,49,Massachusetts
11564,40.0,MD,38,Maryland
11565,40.0,ME,71,Maine
11566,40.0,MI,13,Michigan
11567,40.0,MN,5,Minnesota
11568,40.0,MO,1,Missouri
11569,40.0,MS,1,Mississippi
11570,40.0,MT,1,Montana
11571,40.0,NC,33,North Carolina
11572,40.0,ND,1,North Dakota
11573,40.0,NE,3,Nebraska
11574,40.0,NH,2,New Hampshire
11575,40.0,NJ,438,New Jersey
11576,40.0,NM,5,New Mexico
11577,40.0,NV,1,Nevada
11578,40.0,NY,5703,New York
11579,40.0,OH,19,Ohio
11580,40.0,OK,21,Oklahoma
11581,40.0,OR,9,Oregon
11582,40.0,PA,340,Pennsylvania
11583,40.0,RI,12,Rhode Island
11584,40.0,SC,26,South Carolina
11585,40.0,SD,3,South Dakota
11586,40.0,TN,72,Tennessee
11587,40.0,TX,15,Texas
11588,40.0,VA,32,Virginia
11589,40.0,VT,3,Vermont
11590,40.0,WA,8,Washington
11591,40.0,WI,5,Wisconsin
11592,41.0,AL,2,Alabama
11593,41.0,AZ,10,Arizona
11594,41.0,CA,10,California
11595,41.0,CT,69,Connecticut
11596,41.0,DE,8,Delaware
11597,41.0,FL,69,Florida
11598,41.0,GA,12,Georgia
11599,41.0,ID,2,Idaho
11600,41.0,IL,23,Illinois
11601,41.0,IN,21,Indiana
11602,41.0,MA,25,Massachusetts
11603,41.0,MD,27,Maryland
11604,41.0,ME,76,Maine
11605,41.0,MI,34,Michigan
11606,41.0,MN,4,Minnesota
11607,41.0,MO,2,Missouri
11608,41.0,NC,25,North Carolina
11609,41.0,NH,4,New Hampshire
11610,41.0,NJ,429,New Jersey
11611,41.0,NM,1,New Mexico
11612,41.0,NY,3095,New York
11613,41.0,OH,11,Ohio
11614,41.0,OK,21,Oklahoma
11615,41.0,OR,10,Oregon
11616,41.0,PA,208,Pennsylvania
11617,41.0,RI,4,Rhode Island
11618,41.0,SC,11,South Carolina
11619,41.0,SD,2,South Dakota
11620,41.0,TN,13,Tennessee
11621,41.0,TX,12,Texas
11622,41.0,VA,18,Virginia
11623,41.0,WA,2,Washington
11624,42.0,AK,1,Alaska
11625,42.0,AL,1,Alabama
11626,42.0,AZ,8,Arizona
11627,42.0,CA,9,California
11628,42.0,CT,43,Connecticut
11629,42.0,DE,2,Delaware
11630,42.0,FL,38,Florida
11631,42.0,GA,13,Georgia
11632,42.0,IA,1,Iowa
11633,42.0,ID,1,Idaho
11634,42.0,IL,17,Illinois
11635,42.0,IN,6,Indiana
11636,42.0,KS,1,Kansas
11637,42.0,LA,1,Louisiana
11638,42.0,MA,31,Massachusetts
11639,42.0,MD,18,Maryland
11640,42.0,ME,14,Maine
11641,42.0,MI,4,Michigan
11642,42.0,MN,4,Minnesota
11643,42.0,MS,3,Mississippi
11644,42.0,NC,22,North Carolina
11645,42.0,NE,1,Nebraska
11646,42.0,NH,3,New Hampshire
11647,42.0,NJ,145,New Jersey
11648,42.0,NM,1,New Mexico
11649,42.0,NY,2455,New York
11650,42.0,OH,10,Ohio
11651,42.0,OK,4,Oklahoma
11652,42.0,PA,126,Pennsylvania
11653,42.0,RI,9,Rhode Island
11654,42.0,SC,18,South Carolina
11655,42.0,TN,41,Tennessee
11656,42.0,TX,8,Texas
11657,42.0,UT,2,Utah
11658,42.0,VA,15,Virginia
11659,42.0,VT,9,Vermont
11660,42.0,WA,1,Washington
11661,42.0,WI,2,Wisconsin
11662,42.0,WV,2,West Virginia
11663,43.0,AK,1,Alaska
11664,43.0,AR,1,Arkansas
11665,43.0,AZ,21,Arizona
11666,43.0,CA,10,California
11667,43.0,CO,1,Colorado
11668,43.0,CT,174,Connecticut
11669,43.0,DC,4,District of Columbia
11670,43.0,DE,4,Delaware
11671,43.0,FL,117,Florida
11672,43.0,GA,20,Georgia
11673,43.0,HI,1,Hawaii
11674,43.0,IA,5,Iowa
11675,43.0,ID,1,Idaho
11676,43.0,IL,25,Illinois
11677,43.0,IN,17,Indiana
11678,43.0,LA,3,Louisiana
11679,43.0,MA,69,Massachusetts
11680,43.0,MD,52,Maryland
11681,43.0,ME,7,Maine
11682,43.0,MI,12,Michigan
11683,43.0,MO,3,Missouri
11684,43.0,MS,1,Mississippi
11685,43.0,NC,34,North Carolina
11686,43.0,NH,3,New Hampshire
11687,43.0,NJ,436,New Jersey
11688,43.0,NM,1,New Mexico
11689,43.0,NV,4,Nevada
11690,43.0,NY,8180,New York
11691,43.0,OH,27,Ohio
11692,43.0,OK,19,Oklahoma
11693,43.0,OR,1,Oregon
11694,43.0,PA,396,Pennsylvania
11695,43.0,PR,1,Puerto Rico
11696,43.0,RI,16,Rhode Island
11697,43.0,SC,40,South Carolina
11698,43.0,TN,10,Tennessee
11699,43.0,TX,16,Texas
11700,43.0,VA,38,Virginia
11701,43.0,VT,1,Vermont
11702,43.0,WA,5,Washington
11703,43.0,WI,2,Wisconsin
11704,44.0,AK,1,Alaska
11705,44.0,AL,11,Alabama
11706,44.0,AR,2,Arkansas
11707,44.0,AZ,16,Arizona
11708,44.0,CA,5,California
11709,44.0,CO,1,Colorado
11710,44.0,CT,144,Connecticut
11711,44.0,DC,1,District of Columbia
11712,44.0,DE,9,Delaware
11713,44.0,FL,115,Florida
11714,44.0,GA,25,Georgia
11715,44.0,IL,35,Illinois
11716,44.0,IN,13,Indiana
11717,44.0,KS,2,Kansas
11718,44.0,KY,9,Kentucky
11719,44.0,LA,6,Louisiana
11720,44.0,MA,72,Massachusetts
11721,44.0,MD,33,Maryland
11722,44.0,ME,3,Maine
11723,44.0,MI,11,Michigan
11724,44.0,MN,4,Minnesota
11725,44.0,MO,1,Missouri
11726,44.0,MS,2,Mississippi
11727,44.0,NC,74,North Carolina
11728,44.0,NE,1,Nebraska
11729,44.0,NH,9,New Hampshire
11730,44.0,NJ,552,New Jersey
11731,44.0,NM,1,New Mexico
11732,44.0,NV,3,Nevada
11733,44.0,NY,6574,New York
11734,44.0,OH,30,Ohio
11735,44.0,OK,17,Oklahoma
11736,44.0,PA,416,Pennsylvania
11737,44.0,RI,22,Rhode Island
11738,44.0,SC,27,South Carolina
11739,44.0,SD,2,South Dakota
11740,44.0,TN,13,Tennessee
11741,44.0,TX,21,Texas
11742,44.0,VA,42,Virginia
11743,44.0,VT,6,Vermont
11744,44.0,WA,5,Washington
11745,44.0,WI,3,Wisconsin
11746,44.0,WV,4,West Virginia
11747,45.0,AL,2,Alabama
11748,45.0,AR,1,Arkansas
11749,45.0,AZ,12,Arizona
11750,45.0,CA,8,California
11751,45.0,CO,2,Colorado
11752,45.0,CT,94,Connecticut
11753,45.0,DC,4,District of Columbia
11754,45.0,DE,7,Delaware
11755,45.0,FL,80,Florida
11756,45.0,GA,19,Georgia
11757,45.0,HI,1,Hawaii
11758,45.0,IA,1,Iowa
11759,45.0,ID,6,Idaho
11760,45.0,IL,13,Illinois
11761,45.0,IN,19,Indiana
11762,45.0,KS,2,Kansas
11763,45.0,KY,1,Kentucky
11764,45.0,LA,1,Louisiana
11765,45.0,MA,32,Massachusetts
11766,45.0,MD,20,Maryland
11767,45.0,ME,26,Maine
11768,45.0,MI,12,Michigan
11769,45.0,MO,3,Missouri
11770,45.0,MS,2,Mississippi
11771,45.0,NC,22,North Carolina
11772,45.0,ND,1,North Dakota
11773,45.0,NE,1,Nebraska
11774,45.0,NH,5,New Hampshire
11775,45.0,NJ,227,New Jersey
11776,45.0,NV,2,Nevada
11777,45.0,NY,5722,New York
11778,45.0,OH,8,Ohio
11779,45.0,OK,17,Oklahoma
11780,45.0,OR,3,Oregon
11781,45.0,PA,149,Pennsylvania
11782,45.0,RI,8,Rhode Island
11783,45.0,SC,16,South Carolina
11784,45.0,TN,5,Tennessee
11785,45.0,TX,15,Texas
11786,45.0,UT,1,Utah
11787,45.0,VA,21,Virginia
11788,45.0,WA,1,Washington
11789,45.0,WI,6,Wisconsin
11790,46.0,AL,9,Alabama
11791,46.0,AR,1,Arkansas
11792,46.0,AZ,19,Arizona
11793,46.0,CA,9,California
11794,46.0,CT,209,Connecticut
11795,46.0,DC,2,District of Columbia
11796,46.0,DE,23,Delaware
11797,46.0,FL,138,Florida
11798,46.0,GA,33,Georgia
11799,46.0,IA,1,Iowa
11800,46.0,ID,1,Idaho
11801,46.0,IL,45,Illinois
11802,46.0,IN,20,Indiana
11803,46.0,KS,3,Kansas
11804,46.0,KY,1,Kentucky
11805,46.0,LA,3,Louisiana
11806,46.0,MA,110,Massachusetts
11807,46.0,MD,65,Maryland
11808,46.0,ME,8,Maine
11809,46.0,MI,16,Michigan
11810,46.0,MN,3,Minnesota
11811,46.0,MO,4,Missouri
11812,46.0,MS,8,Mississippi
11813,46.0,NC,81,North Carolina
11814,46.0,NE,1,Nebraska
11815,46.0,NH,12,New Hampshire
11816,46.0,NJ,784,New Jersey
11817,46.0,NM,9,New Mexico
11818,46.0,NY,9278,New York
11819,46.0,OH,40,Ohio
11820,46.0,OK,21,Oklahoma
11821,46.0,OR,2,Oregon
11822,46.0,PA,510,Pennsylvania
11823,46.0,RI,42,Rhode Island
11824,46.0,SC,46,South Carolina
11825,46.0,TN,19,Tennessee
11826,46.0,TX,32,Texas
11827,46.0,VA,58,Virginia
11828,46.0,VT,10,Vermont
11829,46.0,WA,5,Washington
11830,46.0,WI,10,Wisconsin
11831,46.0,WV,4,West Virginia
11832,47.0,AK,1,Alaska
11833,47.0,AL,5,Alabama
11834,47.0,AR,3,Arkansas
11835,47.0,AZ,41,Arizona
11836,47.0,CA,4,California
11837,47.0,CO,4,Colorado
11838,47.0,CT,130,Connecticut
11839,47.0,DE,8,Delaware
11840,47.0,FL,132,Florida
11841,47.0,GA,47,Georgia
11842,47.0,IA,7,Iowa
11843,47.0,ID,4,Idaho
11844,47.0,IL,52,Illinois
11845,47.0,IN,46,Indiana
11846,47.0,KY,1,Kentucky
11847,47.0,LA,1,Louisiana
11848,47.0,MA,49,Massachusetts
11849,47.0,MD,29,Maryland
11850,47.0,ME,142,Maine
11851,47.0,MI,15,Michigan
11852,47.0,MN,1,Minnesota
11853,47.0,MO,2,Missouri
11854,47.0,NC,36,North Carolina
11855,47.0,ND,2,North Dakota
11856,47.0,NE,18,Nebraska
11857,47.0,NH,9,New Hampshire
11858,47.0,NJ,351,New Jersey
11859,47.0,NM,1,New Mexico
11860,47.0,NV,1,Nevada
11861,47.0,NY,6665,New York
11862,47.0,OH,17,Ohio
11863,47.0,OK,15,Oklahoma
11864,47.0,OR,3,Oregon
11865,47.0,PA,208,Pennsylvania
11866,47.0,RI,4,Rhode Island
11867,47.0,SC,27,South Carolina
11868,47.0,TN,8,Tennessee
11869,47.0,TX,13,Texas
11870,47.0,VA,32,Virginia
11871,47.0,VT,4,Vermont
11872,47.0,WA,3,Washington
11873,47.0,WI,4,Wisconsin
11874,47.0,WV,1,West Virginia
11875,48.0,AL,7,Alabama
11876,48.0,AZ,21,Arizona
11877,48.0,CA,8,California
11878,48.0,CT,188,Connecticut
11879,48.0,DC,1,District of Columbia
11880,48.0,DE,9,Delaware
11881,48.0,FL,101,Florida
11882,48.0,GA,17,Georgia
11883,48.0,HI,2,Hawaii
11884,48.0,IA,2,Iowa
11885,48.0,ID,2,Idaho
11886,48.0,IL,31,Illinois
11887,48.0,IN,19,Indiana
11888,48.0,KY,4,Kentucky
11889,48.0,LA,3,Louisiana
11890,48.0,MA,37,Massachusetts
11891,48.0,MD,40,Maryland
11892,48.0,ME,11,Maine
11893,48.0,MI,14,Michigan
11894,48.0,MN,3,Minnesota
11895,48.0,MO,1,Missouri
11896,48.0,MS,6,Mississippi
11897,48.0,NC,40,North Carolina
11898,48.0,NE,3,Nebraska
11899,48.0,NH,7,New Hampshire
11900,48.0,NJ,472,New Jersey
11901,48.0,NV,1,Nevada
11902,48.0,NY,6071,New York
11903,48.0,OH,19,Ohio
11904,48.0,OK,3,Oklahoma
11905,48.0,OR,6,Oregon
11906,48.0,PA,324,Pennsylvania
11907,48.0,PR,1,Puerto Rico
11908,48.0,RI,14,Rhode Island
11909,48.0,SC,19,South Carolina
11910,48.0,SD,3,South Dakota
11911,48.0,TN,22,Tennessee
11912,48.0,TX,20,Texas
11913,48.0,VA,28,Virginia
11914,48.0,VT,5,Vermont
11915,48.0,WA,2,Washington
11916,48.0,WV,1,West Virginia
11917,49.0,AL,6,Alabama
11918,49.0,AR,2,Arkansas
11919,49.0,AZ,21,Arizona
11920,49.0,CA,9,California
11921,49.0,CO,2,Colorado
11922,49.0,CT,173,Connecticut
11923,49.0,DC,1,District of Columbia
11924,49.0,DE,13,Delaware
11925,49.0,FL,116,Florida
11926,49.0,GA,22,Georgia
11927,49.0,IA,2,Iowa
11928,49.0,ID,2,Idaho
11929,49.0,IL,23,Illinois
11930,49.0,IN,18,Indiana
11931,49.0,KS,4,Kansas
11932,49.0,KY,1,Kentucky
11933,49.0,LA,2,Louisiana
11934,49.0,MA,53,Massachusetts
11935,49.0,MD,35,Maryland
11936,49.0,ME,7,Maine
11937,49.0,MI,13,Michigan
11938,49.0,MN,1,Minnesota
11939,49.0,MS,1,Mississippi
11940,49.0,MT,1,Montana
11941,49.0,NC,46,North Carolina
11942,49.0,ND,1,North Dakota
11943,49.0,NH,3,New Hampshire
11944,49.0,NJ,364,New Jersey
11945,49.0,NM,1,New Mexico
11946,49.0,NV,1,Nevada
11947,49.0,NY,7564,New York
11948,49.0,OH,20,Ohio
11949,49.0,OK,21,Oklahoma
11950,49.0,PA,222,Pennsylvania
11951,49.0,RI,5,Rhode Island
11952,49.0,SC,14,South Carolina
11953,49.0,SD,3,South Dakota
11954,49.0,TN,2,Tennessee
11955,49.0,TX,26,Texas
11956,49.0,VA,26,Virginia
11957,49.0,VT,5,Vermont
11958,49.0,WA,2,Washington
11959,49.0,WI,3,Wisconsin
11960,50.0,AL,3,Alabama
11961,50.0,AZ,18,Arizona
11962,50.0,CA,14,California
11963,50.0,CO,3,Colorado
11964,50.0,CT,77,Connecticut
11965,50.0,DC,1,District of Columbia
11966,50.0,DE,5,Delaware
11967,50.0,FL,97,Florida
11968,50.0,GA,28,Georgia
11969,50.0,IA,6,Iowa
11970,50.0,ID,6,Idaho
11971,50.0,IL,14,Illinois
11972,50.0,IN,12,Indiana
11973,50.0,KS,3,Kansas
11974,50.0,LA,1,Louisiana
11975,50.0,MA,48,Massachusetts
11976,50.0,MD,17,Maryland
11977,50.0,ME,4,Maine
11978,50.0,MI,15,Michigan
11979,50.0,MN,9,Minnesota
11980,50.0,MO,4,Missouri
11981,50.0,MS,1,Mississippi
11982,50.0,NC,16,North Carolina
11983,50.0,NH,2,New Hampshire
11984,50.0,NJ,327,New Jersey
11985,50.0,NM,2,New Mexico
11986,50.0,NY,5001,New York
11987,50.0,OH,9,Ohio
11988,50.0,OK,10,Oklahoma
11989,50.0,OR,1,Oregon
11990,50.0,PA,156,Pennsylvania
11991,50.0,RI,13,Rhode Island
11992,50.0,SC,8,South Carolina
11993,50.0,SD,1,South Dakota
11994,50.0,TN,2,Tennessee
11995,50.0,TX,11,Texas
11996,50.0,VA,12,Virginia
11997,50.0,VT,4,Vermont
11998,50.0,WA,2,Washington
11999,50.0,WI,1,Wisconsin
12000,50.0,WV,1,West Virginia
12001,50.0,WY,1,Wyoming
12003,52.0,AK,1,Alaska
12004,52.0,AL,6,Alabama
12005,52.0,AR,3,Arkansas
12006,52.0,AZ,20,Arizona
12007,52.0,CA,12,California
12008,52.0,CO,2,Colorado
12009,52.0,CT,259,Connecticut
12010,52.0,DE,15,Delaware
12011,52.0,FL,181,Florida
12012,52.0,GA,36,Georgia
12013,52.0,HI,1,Hawaii
12014,52.0,IA,7,Iowa
12015,52.0,ID,2,Idaho
12016,52.0,IL,70,Illinois
12017,52.0,IN,37,Indiana
12018,52.0,KS,4,Kansas
12019,52.0,KY,1,Kentucky
12020,52.0,LA,1,Louisiana
12021,52.0,MA,113,Massachusetts
12022,52.0,MD,65,Maryland
12023,52.0,ME,9,Maine
12024,52.0,MI,18,Michigan
12025,52.0,MN,7,Minnesota
12026,52.0,MO,3,Missouri
12027,52.0,MS,9,Mississippi
12028,52.0,NC,61,North Carolina
12029,52.0,ND,2,North Dakota
12030,52.0,NE,1,Nebraska
12031,52.0,NH,14,New Hampshire
12032,52.0,NJ,778,New Jersey
12033,52.0,NM,2,New Mexico
12034,52.0,NV,1,Nevada
12035,52.0,NY,12027,New York
12036,52.0,OH,39,Ohio
12037,52.0,OK,26,Oklahoma
12038,52.0,OR,7,Oregon
12039,52.0,PA,547,Pennsylvania
12040,52.0,RI,16,Rhode Island
12041,52.0,SC,45,South Carolina
12042,52.0,SD,6,South Dakota
12043,52.0,TN,9,Tennessee
12044,52.0,TX,49,Texas
12045,52.0,UT,2,Utah
12046,52.0,VA,50,Virginia
12047,52.0,VT,7,Vermont
12048,52.0,WA,5,Washington
12049,52.0,WI,1,Wisconsin
12050,52.0,WV,4,West Virginia
12056,60.0,AL,27,Alabama
12057,60.0,AR,2,Arkansas
12058,60.0,AZ,22,Arizona
12059,60.0,CA,11,California
12060,60.0,CO,1,Colorado
12061,60.0,CT,41,Connecticut
12062,60.0,DC,1,District of Columbia
12063,60.0,DE,40,Delaware
12064,60.0,FL,108,Florida
12065,60.0,GA,19,Georgia
12066,60.0,IA,1,Iowa
12067,60.0,IL,28,Illinois
12068,60.0,IN,6,Indiana
12069,60.0,KS,2,Kansas
12070,60.0,KY,3,Kentucky
12071,60.0,LA,1,Louisiana
12072,60.0,MA,16,Massachusetts
12073,60.0,MD,24,Maryland
12074,60.0,MI,9,Michigan
12075,60.0,MN,6,Minnesota
12076,60.0,MO,4,Missouri
12077,60.0,MS,8,Mississippi
12078,60.0,NC,25,North Carolina
12079,60.0,NE,1,Nebraska
12080,60.0,NH,5,New Hampshire
12081,60.0,NJ,308,New Jersey
12082,60.0,NM,3,New Mexico
12083,60.0,NY,3924,New York
12084,60.0,OH,20,Ohio
12085,60.0,OK,1,Oklahoma
12086,60.0,PA,247,Pennsylvania
12087,60.0,RI,1,Rhode Island
12088,60.0,SC,13,South Carolina
12089,60.0,SD,1,South Dakota
12090,60.0,TN,9,Tennessee
12091,60.0,TX,22,Texas
12092,60.0,UT,4,Utah
12093,60.0,VA,28,Virginia
12094,60.0,VT,2,Vermont
12095,60.0,WA,4,Washington
12096,60.0,WI,4,Wisconsin
12097,60.0,WV,1,West Virginia
12098,61.0,AK,4,Alaska
12099,61.0,AL,29,Alabama
12100,61.0,AR,5,Arkansas
12101,61.0,AZ,13,Arizona
12102,61.0,CA,18,California
12103,61.0,CO,5,Colorado
12104,61.0,CT,57,Connecticut
12105,61.0,DC,2,District of Columbia
12106,61.0,DE,44,Delaware
12107,61.0,FL,265,Florida
12108,61.0,GA,19,Georgia
12109,61.0,IA,3,Iowa
12110,61.0,ID,7,Idaho
12111,61.0,IL,43,Illinois
12112,61.0,IN,9,Indiana
12113,61.0,KS,3,Kansas
12114,61.0,KY,1,Kentucky
12115,61.0,MA,52,Massachusetts
12116,61.0,MD,61,Maryland
12117,61.0,ME,2,Maine
12118,61.0,MI,13,Michigan
12119,61.0,MN,8,Minnesota
12120,61.0,MO,6,Missouri
12121,61.0,MS,6,Mississippi
12122,61.0,NC,42,North Carolina
12123,61.0,ND,1,North Dakota
12124,61.0,NE,4,Nebraska
12125,61.0,NH,4,New Hampshire
12126,61.0,NJ,817,New Jersey
12127,61.0,NV,2,Nevada
12128,61.0,NY,13025,New York
12129,61.0,OH,33,Ohio
12130,61.0,OK,7,Oklahoma
12131,61.0,OR,3,Oregon
12132,61.0,PA,508,Pennsylvania
12133,61.0,PR,2,Puerto Rico
12134,61.0,RI,3,Rhode Island
12135,61.0,SC,23,South Carolina
12136,61.0,SD,1,South Dakota
12137,61.0,TN,13,Tennessee
12138,61.0,TX,21,Texas
12139,61.0,UT,1,Utah
12140,61.0,VA,70,Virginia
12141,61.0,VT,14,Vermont
12142,61.0,WA,16,Washington
12143,61.0,WI,2,Wisconsin
12144,61.0,WV,5,West Virginia
12145,62.0,AK,1,Alaska
12146,62.0,AL,24,Alabama
12147,62.0,AR,2,Arkansas
12148,62.0,AZ,14,Arizona
12149,62.0,CA,37,California
12150,62.0,CO,3,Colorado
12151,62.0,CT,74,Connecticut
12152,62.0,DC,2,District of Columbia
12153,62.0,DE,27,Delaware
12154,62.0,FL,175,Florida
12155,62.0,GA,20,Georgia
12156,62.0,HI,1,Hawaii
12157,62.0,IA,5,Iowa
12158,62.0,ID,2,Idaho
12159,62.0,IL,32,Illinois
12160,62.0,IN,3,Indiana
12161,62.0,KS,1,Kansas
12162,62.0,KY,2,Kentucky
12163,62.0,MA,46,Massachusetts
12164,62.0,MD,54,Maryland
12165,62.0,ME,7,Maine
12166,62.0,MI,20,Michigan
12167,62.0,MN,9,Minnesota
12168,62.0,MO,4,Missouri
12169,62.0,MS,4,Mississippi
12170,62.0,MT,7,Montana
12171,62.0,NC,33,North Carolina
12172,62.0,NE,4,Nebraska
12173,62.0,NH,5,New Hampshire
12174,62.0,NJ,578,New Jersey
12175,62.0,NM,1,New Mexico
12176,62.0,NV,1,Nevada
12177,62.0,NY,10585,New York
12178,62.0,OH,27,Ohio
12179,62.0,OK,6,Oklahoma
12180,62.0,PA,486,Pennsylvania
12181,62.0,PR,2,Puerto Rico
12182,62.0,RI,7,Rhode Island
12183,62.0,SC,34,South Carolina
12184,62.0,TN,12,Tennessee
12185,62.0,TX,26,Texas
12186,62.0,UT,2,Utah
12187,62.0,VA,36,Virginia
12188,62.0,VT,6,Vermont
12189,62.0,WA,8,Washington
12190,62.0,WI,1,Wisconsin
12191,62.0,WY,1,Wyoming
12192,63.0,AL,4,Alabama
12193,63.0,AZ,9,Arizona
12194,63.0,CA,7,California
12195,63.0,CT,29,Connecticut
12196,63.0,DC,2,District of Columbia
12197,63.0,DE,9,Delaware
12198,63.0,FL,131,Florida
12199,63.0,GA,31,Georgia
12200,63.0,ID,1,Idaho
12201,63.0,IL,17,Illinois
12202,63.0,IN,2,Indiana
12203,63.0,MA,20,Massachusetts
12204,63.0,MD,19,Maryland
12205,63.0,ME,3,Maine
12206,63.0,MI,7,Michigan
12207,63.0,MN,2,Minnesota
12208,63.0,MO,1,Missouri
12209,63.0,MS,3,Mississippi
12210,63.0,NC,19,North Carolina
12211,63.0,ND,4,North Dakota
12212,63.0,NH,2,New Hampshire
12213,63.0,NJ,240,New Jersey
12214,63.0,NV,2,Nevada
12215,63.0,NY,5668,New York
12216,63.0,OH,12,Ohio
12217,63.0,OK,8,Oklahoma
12218,63.0,OR,1,Oregon
12219,63.0,PA,236,Pennsylvania
12220,63.0,RI,3,Rhode Island
12221,63.0,SC,18,South Carolina
12222,63.0,SD,1,South Dakota
12223,63.0,TN,3,Tennessee
12224,63.0,TX,10,Texas
12225,63.0,UT,1,Utah
12226,63.0,VA,24,Virginia
12227,63.0,VT,1,Vermont
12228,63.0,WA,1,Washington
12229,63.0,WV,1,West Virginia
12231,66.0,AK,2,Alaska
12232,66.0,AL,12,Alabama
12233,66.0,AR,1,Arkansas
12234,66.0,AZ,12,Arizona
12235,66.0,CA,8,California
12236,66.0,CO,2,Colorado
12237,66.0,CT,37,Connecticut
12238,66.0,DC,1,District of Columbia
12239,66.0,DE,10,Delaware
12240,66.0,FL,79,Florida
12241,66.0,GA,12,Georgia
12242,66.0,HI,1,Hawaii
12243,66.0,IA,7,Iowa
12244,66.0,IL,63,Illinois
12245,66.0,IN,9,Indiana
12246,66.0,KS,3,Kansas
12247,66.0,KY,3,Kentucky
12248,66.0,MA,33,Massachusetts
12249,66.0,MD,42,Maryland
12250,66.0,ME,7,Maine
12251,66.0,MI,18,Michigan
12252,66.0,MN,5,Minnesota
12253,66.0,MO,2,Missouri
12254,66.0,MS,2,Mississippi
12255,66.0,NC,20,North Carolina
12256,66.0,ND,1,North Dakota
12257,66.0,NE,3,Nebraska
12258,66.0,NH,3,New Hampshire
12259,66.0,NJ,580,New Jersey
12260,66.0,NM,1,New Mexico
12261,66.0,NV,1,Nevada
12262,66.0,NY,11532,New York
12263,66.0,OH,25,Ohio
12264,66.0,OK,6,Oklahoma
12265,66.0,OR,2,Oregon
12266,66.0,PA,276,Pennsylvania
12267,66.0,RI,9,Rhode Island
12268,66.0,SC,13,South Carolina
12269,66.0,SD,1,South Dakota
12270,66.0,TN,20,Tennessee
12271,66.0,TX,17,Texas
12272,66.0,VA,27,Virginia
12273,66.0,VT,5,Vermont
12274,66.0,WA,9,Washington
12275,66.0,WI,1,Wisconsin
12276,66.0,WV,1,West Virginia
12277,67.0,AK,1,Alaska
12278,67.0,AL,6,Alabama
12279,67.0,AR,6,Arkansas
12280,67.0,AZ,27,Arizona
12281,67.0,CA,10,California
12282,67.0,CO,6,Colorado
12283,67.0,CT,88,Connecticut
12284,67.0,DC,2,District of Columbia
12285,67.0,DE,30,Delaware
12286,67.0,FL,208,Florida
12287,67.0,GA,58,Georgia
12288,67.0,IA,2,Iowa
12289,67.0,ID,2,Idaho
12290,67.0,IL,23,Illinois
12291,67.0,IN,11,Indiana
12292,67.0,KY,2,Kentucky
12293,67.0,LA,2,Louisiana
12294,67.0,MA,72,Massachusetts
12295,67.0,MD,54,Maryland
12296,67.0,ME,19,Maine
12297,67.0,MI,20,Michigan
12298,67.0,MO,3,Missouri
12299,67.0,MS,11,Mississippi
12300,67.0,MT,2,Montana
12301,67.0,NC,61,North Carolina
12302,67.0,NH,6,New Hampshire
12303,67.0,NJ,302,New Jersey
12304,67.0,NM,1,New Mexico
12305,67.0,NV,1,Nevada
12306,67.0,NY,6553,New York
12307,67.0,OH,20,Ohio
12308,67.0,OK,13,Oklahoma
12309,67.0,OR,7,Oregon
12310,67.0,PA,460,Pennsylvania
12311,67.0,RI,8,Rhode Island
12312,67.0,SC,44,South Carolina
12313,67.0,SD,3,South Dakota
12314,67.0,TN,9,Tennessee
12315,67.0,TX,49,Texas
12316,67.0,VA,61,Virginia
12317,67.0,VT,3,Vermont
12318,67.0,WA,2,Washington
12319,67.0,WV,3,West Virginia
12320,68.0,AL,27,Alabama
12321,68.0,AR,6,Arkansas
12322,68.0,AZ,21,Arizona
12323,68.0,CA,27,California
12324,68.0,CO,1,Colorado
12325,68.0,CT,62,Connecticut
12326,68.0,DC,4,District of Columbia
12327,68.0,DE,26,Delaware
12328,68.0,FL,159,Florida
12329,68.0,GA,17,Georgia
12330,68.0,IA,6,Iowa
12331,68.0,ID,2,Idaho
12332,68.0,IL,32,Illinois
12333,68.0,IN,11,Indiana
12334,68.0,KS,2,Kansas
12335,68.0,KY,5,Kentucky
12336,68.0,LA,1,Louisiana
12337,68.0,MA,72,Massachusetts
12338,68.0,MD,41,Maryland
12339,68.0,ME,9,Maine
