,Precinct,State Code,Count,State Name
22028,40.0,ND,3,North Dakota
22029,40.0,NH,9,New Hampshire
22030,40.0,NJ,604,New Jersey
22031,40.0,NM,1,New Mexico
22032,40.0,NY,6118,New York
22033,40.0,OH,33,Ohio
22034,40.0,OK,49,Oklahoma
22035,40.0,OR,22,Oregon
22036,40.0,PA,255,Pennsylvania
22037,40.0,RI,17,Rhode Island
22038,40.0,SC,24,South Carolina
22039,40.0,SD,5,South Dakota
22040,40.0,TN,79,Tennessee
22041,40.0,TX,23,Texas
22042,40.0,UT,2,Utah
22043,40.0,VA,41,Virginia
22044,40.0,VT,2,Vermont
22045,40.0,WA,14,Washington
22046,40.0,WI,3,Wisconsin
22047,40.0,WV,3,West Virginia
22048,40.0,WY,1,Wyoming
22049,41.0,AL,6,Alabama
22050,41.0,AR,2,Arkansas
22051,41.0,AZ,10,Arizona
22052,41.0,CA,15,California
22053,41.0,CT,84,Connecticut
22054,41.0,DE,7,Delaware
22055,41.0,FL,89,Florida
22056,41.0,GA,22,Georgia
22057,41.0,IA,2,Iowa
22058,41.0,ID,1,Idaho
22059,41.0,IL,28,Illinois
22060,41.0,IN,6,Indiana
22061,41.0,KY,4,Kentucky
22062,41.0,MA,60,Massachusetts
22063,41.0,MD,32,Maryland
22064,41.0,ME,143,Maine
22065,41.0,MI,15,Michigan
22066,41.0,MS,2,Mississippi
22067,41.0,NC,32,North Carolina
22068,41.0,NE,1,Nebraska
22069,41.0,NH,1,New Hampshire
22070,41.0,NJ,624,New Jersey
22071,41.0,NM,2,New Mexico
22072,41.0,NV,2,Nevada
22073,41.0,NY,3269,New York
22074,41.0,OH,17,Ohio
22075,41.0,OK,26,Oklahoma
22076,41.0,OR,5,Oregon
22077,41.0,PA,275,Pennsylvania
22078,41.0,RI,9,Rhode Island
22079,41.0,SC,14,South Carolina
22080,41.0,TN,39,Tennessee
22081,41.0,TX,17,Texas
22082,41.0,VA,37,Virginia
22083,41.0,VT,3,Vermont
22084,41.0,WA,5,Washington
22085,41.0,WI,4,Wisconsin
22086,41.0,WV,6,West Virginia
22087,42.0,AL,7,Alabama
22088,42.0,AR,1,Arkansas
22089,42.0,AZ,9,Arizona
22090,42.0,CA,6,California
22091,42.0,CO,2,Colorado
22092,42.0,CT,89,Connecticut
22093,42.0,DE,7,Delaware
22094,42.0,FL,57,Florida
22095,42.0,GA,25,Georgia
22096,42.0,IA,1,Iowa
22097,42.0,ID,3,Idaho
22098,42.0,IL,20,Illinois
22099,42.0,IN,10,Indiana
22100,42.0,KS,1,Kansas
22101,42.0,KY,2,Kentucky
22102,42.0,LA,3,Louisiana
22103,42.0,MA,55,Massachusetts
22104,42.0,MD,28,Maryland
22105,42.0,ME,71,Maine
22106,42.0,MI,5,Michigan
22107,42.0,MS,2,Mississippi
22108,42.0,MT,1,Montana
22109,42.0,NC,55,North Carolina
22110,42.0,NH,5,New Hampshire
22111,42.0,NJ,258,New Jersey
22112,42.0,NV,1,Nevada
22113,42.0,NY,3215,New York
22114,42.0,OH,16,Ohio
22115,42.0,OK,4,Oklahoma
22116,42.0,OR,3,Oregon
22117,42.0,PA,139,Pennsylvania
22118,42.0,RI,10,Rhode Island
22119,42.0,SC,21,South Carolina
22120,42.0,SD,4,South Dakota
22121,42.0,TN,140,Tennessee
22122,42.0,TX,23,Texas
22123,42.0,UT,1,Utah
22124,42.0,VA,37,Virginia
22125,42.0,VT,5,Vermont
22126,42.0,WA,1,Washington
22127,42.0,WI,6,Wisconsin
22128,42.0,WV,1,West Virginia
22129,43.0,AL,9,Alabama
22130,43.0,AR,6,Arkansas
22131,43.0,AZ,39,Arizona
22132,43.0,CA,8,California
22133,43.0,CO,2,Colorado
22134,43.0,CT,244,Connecticut
22135,43.0,DC,2,District of Columbia
22136,43.0,DE,10,Delaware
22137,43.0,FL,229,Florida
22138,43.0,GA,70,Georgia
22139,43.0,HI,1,Hawaii
22140,43.0,IA,2,Iowa
22141,43.0,IL,22,Illinois
22142,43.0,IN,15,Indiana
22143,43.0,KY,4,Kentucky
22144,43.0,LA,4,Louisiana
22145,43.0,MA,129,Massachusetts
22146,43.0,MD,66,Maryland
22147,43.0,ME,10,Maine
22148,43.0,MI,16,Michigan
22149,43.0,MN,2,Minnesota
22150,43.0,MO,1,Missouri
22151,43.0,MS,1,Mississippi
22152,43.0,NC,75,North Carolina
22153,43.0,ND,1,North Dakota
22154,43.0,NE,5,Nebraska
22155,43.0,NH,10,New Hampshire
22156,43.0,NJ,691,New Jersey
22157,43.0,NM,1,New Mexico
22158,43.0,NV,2,Nevada
22159,43.0,NY,9043,New York
22160,43.0,OH,26,Ohio
22161,43.0,OK,31,Oklahoma
22162,43.0,OR,1,Oregon
22163,43.0,PA,377,Pennsylvania
22164,43.0,PR,1,Puerto Rico
22165,43.0,RI,32,Rhode Island
22166,43.0,SC,43,South Carolina
22167,43.0,SD,1,South Dakota
22168,43.0,TN,15,Tennessee
22169,43.0,TX,32,Texas
22170,43.0,UT,1,Utah
22171,43.0,VA,76,Virginia
22172,43.0,VT,3,Vermont
22173,43.0,WA,12,Washington
22174,43.0,WI,1,Wisconsin
22175,43.0,WV,2,West Virginia
22176,44.0,AK,4,Alaska
22177,44.0,AL,5,Alabama
22178,44.0,AZ,25,Arizona
22179,44.0,CA,6,California
22180,44.0,CO,1,Colorado
22181,44.0,CT,190,Connecticut
22182,44.0,DC,2,District of Columbia
22183,44.0,DE,21,Delaware
22184,44.0,FL,182,Florida
22185,44.0,GA,47,Georgia
22186,44.0,IL,27,Illinois
22187,44.0,IN,19,Indiana
22188,44.0,KS,6,Kansas
22189,44.0,LA,1,Louisiana
22190,44.0,MA,84,Massachusetts
22191,44.0,MD,49,Maryland
22192,44.0,ME,9,Maine
22193,44.0,MI,14,Michigan
22194,44.0,MN,6,Minnesota
22195,44.0,MO,2,Missouri
22196,44.0,MS,7,Mississippi
22197,44.0,NC,113,North Carolina
22198,44.0,NH,13,New Hampshire
22199,44.0,NJ,649,New Jersey
22200,44.0,NM,1,New Mexico
22201,44.0,NV,2,Nevada
22202,44.0,NY,5738,New York
22203,44.0,OH,22,Ohio
22204,44.0,OK,9,Oklahoma
22205,44.0,PA,378,Pennsylvania
22206,44.0,RI,24,Rhode Island
22207,44.0,SC,13,South Carolina
22208,44.0,SD,4,South Dakota
22209,44.0,TN,16,Tennessee
22210,44.0,TX,38,Texas
22211,44.0,VA,53,Virginia
22212,44.0,VT,6,Vermont
22213,44.0,WA,5,Washington
22214,44.0,WV,2,West Virginia
22215,44.0,WY,1,Wyoming
22216,45.0,AK,4,Alaska
22217,45.0,AL,3,Alabama
22218,45.0,AR,8,Arkansas
22219,45.0,AZ,18,Arizona
22220,45.0,CA,12,California
22221,45.0,CO,2,Colorado
22222,45.0,CT,156,Connecticut
22223,45.0,DC,3,District of Columbia
22224,45.0,DE,18,Delaware
22225,45.0,FL,99,Florida
22226,45.0,GA,18,Georgia
22227,45.0,ID,2,Idaho
22228,45.0,IL,12,Illinois
22229,45.0,IN,13,Indiana
22230,45.0,KS,3,Kansas
22231,45.0,KY,9,Kentucky
22232,45.0,MA,48,Massachusetts
22233,45.0,MD,28,Maryland
22234,45.0,ME,38,Maine
22235,45.0,MI,7,Michigan
22236,45.0,MN,3,Minnesota
22237,45.0,MO,2,Missouri
22238,45.0,MS,1,Mississippi
22239,45.0,NC,33,North Carolina
22240,45.0,ND,1,North Dakota
22241,45.0,NH,6,New Hampshire
22242,45.0,NJ,303,New Jersey
22243,45.0,NV,3,Nevada
22244,45.0,NY,5989,New York
22245,45.0,OH,7,Ohio
22246,45.0,OK,6,Oklahoma
22247,45.0,PA,135,Pennsylvania
22248,45.0,RI,9,Rhode Island
22249,45.0,SC,19,South Carolina
22250,45.0,SD,3,South Dakota
22251,45.0,TN,12,Tennessee
22252,45.0,TX,14,Texas
22253,45.0,VA,39,Virginia
22254,45.0,VT,3,Vermont
22255,45.0,WA,5,Washington
22256,45.0,WI,1,Wisconsin
22257,45.0,WY,1,Wyoming
22258,46.0,AK,1,Alaska
22259,46.0,AL,6,Alabama
22260,46.0,AR,2,Arkansas
22261,46.0,AZ,32,Arizona
22262,46.0,CA,13,California
22263,46.0,CO,2,Colorado
22264,46.0,CT,272,Connecticut
22265,46.0,DE,35,Delaware
22266,46.0,FL,223,Florida
22267,46.0,GA,54,Georgia
22268,46.0,HI,1,Hawaii
22269,46.0,IA,7,Iowa
22270,46.0,ID,3,Idaho
22271,46.0,IL,45,Illinois
22272,46.0,IN,32,Indiana
22273,46.0,KS,5,Kansas
22274,46.0,KY,1,Kentucky
22275,46.0,LA,3,Louisiana
22276,46.0,MA,176,Massachusetts
22277,46.0,MD,68,Maryland
22278,46.0,ME,20,Maine
22279,46.0,MI,20,Michigan
22280,46.0,MN,5,Minnesota
22281,46.0,MO,4,Missouri
22282,46.0,MS,8,Mississippi
22283,46.0,NC,137,North Carolina
22284,46.0,ND,1,North Dakota
22285,46.0,NH,13,New Hampshire
22286,46.0,NJ,978,New Jersey
22287,46.0,NM,3,New Mexico
22288,46.0,NV,1,Nevada
22289,46.0,NY,8950,New York
22290,46.0,OH,29,Ohio
22291,46.0,OK,36,Oklahoma
22292,46.0,OR,3,Oregon
22293,46.0,PA,443,Pennsylvania
22294,46.0,RI,50,Rhode Island
22295,46.0,SC,28,South Carolina
22296,46.0,SD,2,South Dakota
22297,46.0,TN,42,Tennessee
22298,46.0,TX,42,Texas
22299,46.0,VA,89,Virginia
22300,46.0,VT,17,Vermont
22301,46.0,WA,8,Washington
22302,46.0,WI,5,Wisconsin
22303,46.0,WV,15,West Virginia
22304,47.0,AK,4,Alaska
22305,47.0,AL,9,Alabama
22306,47.0,AR,7,Arkansas
22307,47.0,AZ,25,Arizona
22308,47.0,CA,8,California
22309,47.0,CT,212,Connecticut
22310,47.0,DC,2,District of Columbia
22311,47.0,DE,17,Delaware
22312,47.0,FL,205,Florida
22313,47.0,GA,52,Georgia
22314,47.0,IA,1,Iowa
22315,47.0,ID,3,Idaho
22316,47.0,IL,32,Illinois
22317,47.0,IN,23,Indiana
22318,47.0,KS,1,Kansas
22319,47.0,KY,1,Kentucky
22320,47.0,LA,3,Louisiana
22321,47.0,MA,101,Massachusetts
22322,47.0,MD,46,Maryland
22323,47.0,ME,182,Maine
22324,47.0,MI,5,Michigan
22325,47.0,MN,8,Minnesota
22326,47.0,MO,2,Missouri
22327,47.0,MS,2,Mississippi
22328,47.0,NC,58,North Carolina
22329,47.0,NE,3,Nebraska
22330,47.0,NH,10,New Hampshire
22331,47.0,NJ,417,New Jersey
22332,47.0,NM,2,New Mexico
22333,47.0,NY,7740,New York
22334,47.0,OH,34,Ohio
22335,47.0,OK,19,Oklahoma
22336,47.0,PA,193,Pennsylvania
22337,47.0,RI,11,Rhode Island
22338,47.0,SC,19,South Carolina
22339,47.0,SD,2,South Dakota
22340,47.0,TN,30,Tennessee
22341,47.0,TX,23,Texas
22342,47.0,VA,70,Virginia
22343,47.0,VT,3,Vermont
22344,47.0,WA,1,Washington
22345,47.0,WI,1,Wisconsin
22346,47.0,WV,2,West Virginia
22347,47.0,WY,1,Wyoming
22348,48.0,AL,8,Alabama
22349,48.0,AR,1,Arkansas
22350,48.0,AZ,33,Arizona
22351,48.0,CA,6,California
22352,48.0,CO,5,Colorado
22353,48.0,CT,261,Connecticut
22354,48.0,DC,2,District of Columbia
22355,48.0,DE,8,Delaware
22356,48.0,FL,169,Florida
22357,48.0,GA,30,Georgia
22358,48.0,IA,3,Iowa
22359,48.0,ID,1,Idaho
22360,48.0,IL,29,Illinois
22361,48.0,IN,20,Indiana
22362,48.0,KY,6,Kentucky
22363,48.0,LA,3,Louisiana
22364,48.0,MA,87,Massachusetts
22365,48.0,MD,55,Maryland
22366,48.0,ME,25,Maine
22367,48.0,MI,18,Michigan
22368,48.0,MN,5,Minnesota
22369,48.0,MS,11,Mississippi
22370,48.0,MT,1,Montana
22371,48.0,NC,58,North Carolina
22372,48.0,NE,3,Nebraska
22373,48.0,NH,6,New Hampshire
22374,48.0,NJ,580,New Jersey
22375,48.0,NV,1,Nevada
22376,48.0,NY,6132,New York
22377,48.0,OH,18,Ohio
22378,48.0,OK,7,Oklahoma
22379,48.0,OR,8,Oregon
22380,48.0,PA,264,Pennsylvania
22381,48.0,RI,23,Rhode Island
22382,48.0,SC,27,South Carolina
22383,48.0,SD,1,South Dakota
22384,48.0,TN,43,Tennessee
22385,48.0,TX,16,Texas
22386,48.0,VA,43,Virginia
22387,48.0,VT,7,Vermont
22388,48.0,WA,9,Washington
22389,48.0,WI,4,Wisconsin
22390,48.0,WV,7,West Virginia
22391,49.0,AL,10,Alabama
22392,49.0,AR,3,Arkansas
22393,49.0,AZ,24,Arizona
22394,49.0,CA,8,California
22395,49.0,CO,6,Colorado
22396,49.0,CT,209,Connecticut
22397,49.0,DC,1,District of Columbia
22398,49.0,DE,9,Delaware
22399,49.0,FL,192,Florida
22400,49.0,GA,33,Georgia
22401,49.0,HI,1,Hawaii
22402,49.0,IA,7,Iowa
22403,49.0,IL,36,Illinois
22404,49.0,IN,27,Indiana
22405,49.0,KS,3,Kansas
22406,49.0,KY,1,Kentucky
22407,49.0,MA,68,Massachusetts
22408,49.0,MD,73,Maryland
22409,49.0,ME,10,Maine
22410,49.0,MI,26,Michigan
22411,49.0,MN,4,Minnesota
22412,49.0,MO,1,Missouri
22413,49.0,MS,2,Mississippi
22414,49.0,NC,69,North Carolina
22415,49.0,ND,2,North Dakota
22416,49.0,NH,6,New Hampshire
22417,49.0,NJ,486,New Jersey
22418,49.0,NM,3,New Mexico
22419,49.0,NV,3,Nevada
22420,49.0,NY,8740,New York
22421,49.0,OH,30,Ohio
22422,49.0,OK,7,Oklahoma
22423,49.0,OR,6,Oregon
22424,49.0,PA,215,Pennsylvania
22425,49.0,RI,9,Rhode Island
22426,49.0,SC,15,South Carolina
22427,49.0,TN,17,Tennessee
22428,49.0,TX,43,Texas
22429,49.0,UT,1,Utah
22430,49.0,VA,67,Virginia
22431,49.0,VT,6,Vermont
22432,49.0,WA,3,Washington
22433,49.0,WI,5,Wisconsin
22434,49.0,WV,2,West Virginia
22435,49.0,WY,1,Wyoming
22436,50.0,AK,1,Alaska
22437,50.0,AL,10,Alabama
22438,50.0,AR,2,Arkansas
22439,50.0,AZ,17,Arizona
22440,50.0,CA,12,California
22441,50.0,CO,4,Colorado
22442,50.0,CT,103,Connecticut
22443,50.0,DC,6,District of Columbia
22444,50.0,DE,10,Delaware
22445,50.0,FL,135,Florida
22446,50.0,GA,37,Georgia
22447,50.0,IA,5,Iowa
22448,50.0,IL,37,Illinois
22449,50.0,IN,15,Indiana
22450,50.0,KS,2,Kansas
22451,50.0,KY,1,Kentucky
22452,50.0,LA,3,Louisiana
22453,50.0,MA,72,Massachusetts
22454,50.0,MD,31,Maryland
22455,50.0,ME,6,Maine
22456,50.0,MI,18,Michigan
22457,50.0,MN,11,Minnesota
22458,50.0,MO,3,Missouri
22459,50.0,MS,5,Mississippi
22460,50.0,MT,5,Montana
22461,50.0,NC,25,North Carolina
22462,50.0,NE,1,Nebraska
22463,50.0,NH,6,New Hampshire
22464,50.0,NJ,460,New Jersey
22465,50.0,NM,1,New Mexico
22466,50.0,NV,2,Nevada
22467,50.0,NY,5369,New York
22468,50.0,OH,18,Ohio
22469,50.0,OK,1,Oklahoma
22470,50.0,OR,1,Oregon
22471,50.0,PA,154,Pennsylvania
22472,50.0,RI,16,Rhode Island
22473,50.0,SC,19,South Carolina
22474,50.0,TN,8,Tennessee
22475,50.0,TX,25,Texas
22476,50.0,UT,3,Utah
22477,50.0,VA,29,Virginia
22478,50.0,VT,1,Vermont
22479,50.0,WA,4,Washington
22480,50.0,WI,11,Wisconsin
22481,52.0,AK,1,Alaska
22482,52.0,AL,6,Alabama
22483,52.0,AR,14,Arkansas
22484,52.0,AZ,40,Arizona
22485,52.0,CA,15,California
22486,52.0,CO,3,Colorado
22487,52.0,CT,393,Connecticut
22488,52.0,DC,4,District of Columbia
22489,52.0,DE,24,Delaware
22490,52.0,FL,282,Florida
22491,52.0,GA,64,Georgia
22492,52.0,HI,4,Hawaii
22493,52.0,IA,4,Iowa
22494,52.0,ID,10,Idaho
22495,52.0,IL,71,Illinois
22496,52.0,IN,44,Indiana
22497,52.0,KS,2,Kansas
22498,52.0,KY,2,Kentucky
22499,52.0,LA,2,Louisiana
22500,52.0,MA,180,Massachusetts
22501,52.0,MD,81,Maryland
22502,52.0,ME,8,Maine
22503,52.0,MI,29,Michigan
22504,52.0,MN,2,Minnesota
22505,52.0,MO,3,Missouri
22506,52.0,MS,13,Mississippi
22507,52.0,MT,1,Montana
22508,52.0,NC,79,North Carolina
22509,52.0,ND,1,North Dakota
22510,52.0,NH,16,New Hampshire
22511,52.0,NJ,1082,New Jersey
22512,52.0,NV,1,Nevada
22513,52.0,NY,11292,New York
22514,52.0,OH,57,Ohio
22515,52.0,OK,55,Oklahoma
22516,52.0,OR,2,Oregon
22517,52.0,PA,466,Pennsylvania
22518,52.0,RI,50,Rhode Island
22519,52.0,SC,38,South Carolina
22520,52.0,SD,7,South Dakota
22521,52.0,TN,19,Tennessee
22522,52.0,TX,41,Texas
22523,52.0,UT,6,Utah
22524,52.0,VA,94,Virginia
22525,52.0,VT,11,Vermont
22526,52.0,WA,7,Washington
22527,52.0,WI,15,Wisconsin
22528,52.0,WV,2,West Virginia
22537,60.0,AL,17,Alabama
22538,60.0,AR,4,Arkansas
22539,60.0,AZ,17,Arizona
22540,60.0,CA,14,California
22541,60.0,CT,42,Connecticut
22542,60.0,DC,1,District of Columbia
22543,60.0,DE,44,Delaware
22544,60.0,FL,151,Florida
22545,60.0,GA,4,Georgia
22546,60.0,IA,1,Iowa
22547,60.0,ID,2,Idaho
22548,60.0,IL,21,Illinois
22549,60.0,IN,8,Indiana
22550,60.0,KS,1,Kansas
22551,60.0,KY,8,Kentucky
22552,60.0,LA,2,Louisiana
22553,60.0,MA,28,Massachusetts
22554,60.0,MD,42,Maryland
22555,60.0,ME,4,Maine
22556,60.0,MI,9,Michigan
22557,60.0,MN,8,Minnesota
22558,60.0,MO,2,Missouri
22559,60.0,MS,4,Mississippi
22560,60.0,MT,1,Montana
22561,60.0,NC,24,North Carolina
22562,60.0,NE,1,Nebraska
22563,60.0,NJ,334,New Jersey
22564,60.0,NM,1,New Mexico
22565,60.0,NY,3442,New York
22566,60.0,OH,30,Ohio
22567,60.0,OK,3,Oklahoma
22568,60.0,PA,193,Pennsylvania
22569,60.0,RI,4,Rhode Island
22570,60.0,SC,17,South Carolina
22571,60.0,SD,1,South Dakota
22572,60.0,TN,7,Tennessee
22573,60.0,TX,25,Texas
22574,60.0,UT,4,Utah
22575,60.0,VA,30,Virginia
22576,60.0,VT,2,Vermont
22577,60.0,WA,51,Washington
22578,60.0,WV,1,West Virginia
22579,61.0,AK,3,Alaska
22580,61.0,AL,27,Alabama
22581,61.0,AR,4,Arkansas
22582,61.0,AZ,15,Arizona
22583,61.0,CA,36,California
22584,61.0,CO,9,Colorado
22585,61.0,CT,109,Connecticut
22586,61.0,DC,3,District of Columbia
22587,61.0,DE,60,Delaware
22588,61.0,FL,352,Florida
22589,61.0,GA,24,Georgia
22590,61.0,HI,1,Hawaii
22591,61.0,IA,2,Iowa
22592,61.0,ID,8,Idaho
22593,61.0,IL,59,Illinois
22594,61.0,IN,19,Indiana
22595,61.0,KS,3,Kansas
22596,61.0,KY,3,Kentucky
22597,61.0,LA,5,Louisiana
22598,61.0,MA,60,Massachusetts
22599,61.0,MD,103,Maryland
22600,61.0,ME,5,Maine
22601,61.0,MI,23,Michigan
22602,61.0,MN,14,Minnesota
22603,61.0,MO,16,Missouri
22604,61.0,MS,13,Mississippi
22605,61.0,MT,5,Montana
22606,61.0,NC,65,North Carolina
22607,61.0,ND,1,North Dakota
22608,61.0,NE,4,Nebraska
22609,61.0,NH,6,New Hampshire
22610,61.0,NJ,1159,New Jersey
22611,61.0,NM,3,New Mexico
22612,61.0,NV,1,Nevada
22613,61.0,NY,13190,New York
22614,61.0,OH,41,Ohio
22615,61.0,OK,10,Oklahoma
22616,61.0,OR,5,Oregon
22617,61.0,PA,415,Pennsylvania
22618,61.0,PR,2,Puerto Rico
22619,61.0,RI,5,Rhode Island
22620,61.0,SC,19,South Carolina
22621,61.0,SD,1,South Dakota
22622,61.0,TN,17,Tennessee
22623,61.0,TX,48,Texas
22624,61.0,UT,6,Utah
22625,61.0,VA,70,Virginia
22626,61.0,VT,12,Vermont
22627,61.0,WA,19,Washington
22628,61.0,WI,1,Wisconsin
22629,61.0,WV,11,West Virginia
22630,62.0,AK,1,Alaska
22631,62.0,AL,22,Alabama
22632,62.0,AR,2,Arkansas
22633,62.0,AZ,20,Arizona
22634,62.0,CA,17,California
22635,62.0,CO,4,Colorado
22636,62.0,CT,84,Connecticut
22637,62.0,DE,39,Delaware
22638,62.0,FL,191,Florida
22639,62.0,GA,23,Georgia
22640,62.0,HI,3,Hawaii
22641,62.0,IA,9,Iowa
22642,62.0,ID,4,Idaho
22643,62.0,IL,49,Illinois
22644,62.0,IN,14,Indiana
22645,62.0,KS,2,Kansas
22646,62.0,KY,2,Kentucky
22647,62.0,LA,2,Louisiana
22648,62.0,MA,71,Massachusetts
22649,62.0,MD,50,Maryland
22650,62.0,ME,7,Maine
22651,62.0,MI,19,Michigan
22652,62.0,MN,4,Minnesota
22653,62.0,MO,5,Missouri
22654,62.0,MS,4,Mississippi
22655,62.0,MT,4,Montana
22656,62.0,NC,36,North Carolina
22657,62.0,NE,1,Nebraska
22658,62.0,NH,25,New Hampshire
22659,62.0,NJ,652,New Jersey
22660,62.0,NM,2,New Mexico
22661,62.0,NV,3,Nevada
22662,62.0,NY,9616,New York
22663,62.0,OH,36,Ohio
22664,62.0,OK,1,Oklahoma
22665,62.0,PA,385,Pennsylvania
22666,62.0,RI,9,Rhode Island
22667,62.0,SC,12,South Carolina
22668,62.0,TN,12,Tennessee
22669,62.0,TX,30,Texas
22670,62.0,VA,42,Virginia
22671,62.0,VT,9,Vermont
22672,62.0,WA,34,Washington
22673,62.0,WI,4,Wisconsin
22674,62.0,WV,4,West Virginia
22675,63.0,AL,7,Alabama
22676,63.0,AZ,18,Arizona
22677,63.0,CA,6,California
22678,63.0,CO,3,Colorado
22679,63.0,CT,34,Connecticut
22680,63.0,DC,3,District of Columbia
22681,63.0,DE,14,Delaware
22682,63.0,FL,165,Florida
22683,63.0,GA,49,Georgia
22684,63.0,HI,1,Hawaii
22685,63.0,IA,3,Iowa
22686,63.0,ID,1,Idaho
22687,63.0,IL,14,Illinois
22688,63.0,IN,1,Indiana
22689,63.0,KY,1,Kentucky
22690,63.0,LA,1,Louisiana
22691,63.0,MA,40,Massachusetts
22692,63.0,MD,38,Maryland
22693,63.0,ME,6,Maine
22694,63.0,MI,13,Michigan
22695,63.0,MN,5,Minnesota
22696,63.0,MO,1,Missouri
22697,63.0,MS,5,Mississippi
22698,63.0,NC,41,North Carolina
22699,63.0,NH,1,New Hampshire
22700,63.0,NJ,319,New Jersey
22701,63.0,NY,5738,New York
22702,63.0,OH,16,Ohio
22703,63.0,OK,4,Oklahoma
22704,63.0,PA,211,Pennsylvania
22705,63.0,PR,1,Puerto Rico
22706,63.0,RI,6,Rhode Island
22707,63.0,SC,13,South Carolina
22708,63.0,SD,3,South Dakota
22709,63.0,TN,7,Tennessee
22710,63.0,TX,13,Texas
22711,63.0,VA,51,Virginia
22712,63.0,VT,2,Vermont
22713,63.0,WA,1,Washington
22714,63.0,WV,3,West Virginia
22720,66.0,AK,1,Alaska
22721,66.0,AL,13,Alabama
22722,66.0,AR,5,Arkansas
22723,66.0,AZ,18,Arizona
22724,66.0,CA,50,California
22725,66.0,CO,6,Colorado
22726,66.0,CT,79,Connecticut
22727,66.0,DC,2,District of Columbia
22728,66.0,DE,25,Delaware
22729,66.0,FL,152,Florida
22730,66.0,GA,16,Georgia
22731,66.0,HI,1,Hawaii
22732,66.0,IA,9,Iowa
22733,66.0,ID,3,Idaho
22734,66.0,IL,54,Illinois
22735,66.0,IN,14,Indiana
22736,66.0,KS,3,Kansas
22737,66.0,KY,3,Kentucky
22738,66.0,LA,5,Louisiana
22739,66.0,MA,64,Massachusetts
22740,66.0,MD,88,Maryland
22741,66.0,ME,26,Maine
22742,66.0,MI,38,Michigan
22743,66.0,MN,10,Minnesota
22744,66.0,MO,11,Missouri
22745,66.0,MS,6,Mississippi
22746,66.0,NC,43,North Carolina
22747,66.0,ND,1,North Dakota
22748,66.0,NE,6,Nebraska
22749,66.0,NH,9,New Hampshire
22750,66.0,NJ,1046,New Jersey
22751,66.0,NM,2,New Mexico
22752,66.0,NV,2,Nevada
22753,66.0,NY,14216,New York
22754,66.0,OH,62,Ohio
22755,66.0,OK,10,Oklahoma
22756,66.0,OR,4,Oregon
22757,66.0,PA,271,Pennsylvania
22758,66.0,RI,7,Rhode Island
22759,66.0,SC,6,South Carolina
22760,66.0,SD,1,South Dakota
22761,66.0,TN,17,Tennessee
22762,66.0,TX,19,Texas
22763,66.0,UT,3,Utah
22764,66.0,VA,58,Virginia
22765,66.0,VT,4,Vermont
22766,66.0,WA,18,Washington
22767,66.0,WI,3,Wisconsin
22768,66.0,WV,2,West Virginia
22769,66.0,WY,1,Wyoming
22770,67.0,AK,2,Alaska
22771,67.0,AL,8,Alabama
22772,67.0,AR,3,Arkansas
22773,67.0,AZ,26,Arizona
22774,67.0,CA,21,California
22775,67.0,CO,1,Colorado
22776,67.0,CT,112,Connecticut
22777,67.0,DC,3,District of Columbia
22778,67.0,DE,32,Delaware
22779,67.0,FL,275,Florida
22780,67.0,GA,108,Georgia
22781,67.0,HI,3,Hawaii
22782,67.0,IA,4,Iowa
22783,67.0,ID,1,Idaho
22784,67.0,IL,21,Illinois
22785,67.0,IN,2,Indiana
22786,67.0,KS,1,Kansas
22787,67.0,KY,5,Kentucky
22788,67.0,LA,2,Louisiana
22789,67.0,MA,67,Massachusetts
22790,67.0,MD,82,Maryland
22791,67.0,ME,12,Maine
22792,67.0,MI,19,Michigan
22793,67.0,MN,6,Minnesota
22794,67.0,MO,3,Missouri
22795,67.0,MS,9,Mississippi
22796,67.0,NC,99,North Carolina
22797,67.0,NH,7,New Hampshire
22798,67.0,NJ,373,New Jersey
22799,67.0,NM,1,New Mexico
22800,67.0,NY,5965,New York
22801,67.0,OH,12,Ohio
22802,67.0,OK,11,Oklahoma
22803,67.0,OR,12,Oregon
22804,67.0,PA,416,Pennsylvania
22805,67.0,PR,1,Puerto Rico
22806,67.0,RI,11,Rhode Island
22807,67.0,SC,31,South Carolina
22808,67.0,SD,4,South Dakota
22809,67.0,TN,11,Tennessee
22810,67.0,TX,46,Texas
22811,67.0,VA,107,Virginia
22812,67.0,VT,3,Vermont
22813,67.0,WA,3,Washington
22814,68.0,AK,2,Alaska
22815,68.0,AL,18,Alabama
22816,68.0,AR,6,Arkansas
22817,68.0,AZ,28,Arizona
22818,68.0,CA,31,California
22819,68.0,CO,8,Colorado
22820,68.0,CT,107,Connecticut
22821,68.0,DC,2,District of Columbia
22822,68.0,DE,20,Delaware
22823,68.0,FL,194,Florida
22824,68.0,GA,21,Georgia
22825,68.0,HI,1,Hawaii
22826,68.0,IA,1,Iowa
22827,68.0,ID,1,Idaho
22828,68.0,IL,35,Illinois
22829,68.0,IN,14,Indiana
22830,68.0,KS,1,Kansas
22831,68.0,KY,8,Kentucky
22832,68.0,LA,5,Louisiana
22833,68.0,MA,86,Massachusetts
22834,68.0,MD,62,Maryland
22835,68.0,ME,13,Maine
22836,68.0,MI,17,Michigan
22837,68.0,MN,9,Minnesota
22838,68.0,MO,2,Missouri
22839,68.0,MS,2,Mississippi
